1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
072419	water-drainage exterior insulation and finish system	072419	water-drainage exterior insulation and finish system	Thermal & Moisture Protection	07 00 00
072423	direct-applied finish systems	072423	direct-applied finish systems	Thermal & Moisture Protection	07 00 00
072500	weather barriers	072500	weather barriers	Thermal & Moisture Protection	07 00 00
072600	vapor retarders	072600	vapor retarders	Thermal & Moisture Protection	07 00 00
072613	above-grade vapor retarders	072613	above-grade vapor retarders	Thermal & Moisture Protection	07 00 00
072616	below-grade vapor retarders	072616	below-grade vapor retarders	Thermal & Moisture Protection	07 00 00
072623	below-grade gas retarders	072623	below-grade gas retarders	Thermal & Moisture Protection	07 00 00
072700	air barriers	072700	air barriers	Thermal & Moisture Protection	07 00 00
072713	modified bituminous sheet air barriers	072713	modified bituminous sheet air barriers	Thermal & Moisture Protection	07 00 00
072716	sheet metal membrane air barriers	072716	sheet metal membrane air barriers	Thermal & Moisture Protection	07 00 00
072719	plastic sheet air barriers	072719	plastic sheet air barriers	Thermal & Moisture Protection	07 00 00
072723	board product air barriers	072723	board product air barriers	Thermal & Moisture Protection	07 00 00
072726	fluid-applied membrane air barriers	072726	fluid-applied membrane air barriers	Thermal & Moisture Protection	07 00 00
072736	sprayed foam air barrier	072736	sprayed foam air barrier	Thermal & Moisture Protection	07 00 00
073000	steep slope roofing	073000	steep slope roofing	Thermal & Moisture Protection	07 00 00
073091	canvas roofing	073091	canvas roofing	Thermal & Moisture Protection	07 00 00
073100	shingles and shakes	073100	shingles and shakes	Thermal & Moisture Protection	07 00 00
073113	asphalt shingles	073113	asphalt shingles	Thermal & Moisture Protection	07 00 00
073113.13	fiberglass-reinforced asphalt shingles	073113.13	fiberglass-reinforced asphalt shingles	Thermal & Moisture Protection	07 00 00
073116	metal shingles	073116	metal shingles	Thermal & Moisture Protection	07 00 00
073119	mineral-fiber cement shingles	073119	mineral-fiber cement shingles	Thermal & Moisture Protection	07 00 00
073123	porcelain enamel shingles	073123	porcelain enamel shingles	Thermal & Moisture Protection	07 00 00
073126	slate shingles	073126	slate shingles	Thermal & Moisture Protection	07 00 00
073129	wood shingles and shakes	073129	wood shingles and shakes	Thermal & Moisture Protection	07 00 00
073129.13	wood shingles	073129.13	wood shingles	Thermal & Moisture Protection	07 00 00
073129.16	wood shakes	073129.16	wood shakes	Thermal & Moisture Protection	07 00 00
073133	composite rubber shingles	073133	composite rubber shingles	Thermal & Moisture Protection	07 00 00
073153	plastic shakes	073153	plastic shakes	Thermal & Moisture Protection	07 00 00
073200	roof tiles	073200	roof tiles	Thermal & Moisture Protection	07 00 00
073213	clay roof tiles	073213	clay roof tiles	Thermal & Moisture Protection	07 00 00
073214	ceramic and porcelain roof tiles	073214	ceramic and porcelain roof tiles	Thermal & Moisture Protection	07 00 00
073216	concrete roof tiles	073216	concrete roof tiles	Thermal & Moisture Protection	07 00 00
073219	metal roof tiles	073219	metal roof tiles	Thermal & Moisture Protection	07 00 00
073223	mineral-fiber cement roof tiles	073223	mineral-fiber cement roof tiles	Thermal & Moisture Protection	07 00 00
073226	plastic roof tiles	073226	plastic roof tiles	Thermal & Moisture Protection	07 00 00
073229	rubber tiles/panels	073229	rubber tiles/panels	Thermal & Moisture Protection	07 00 00
073300	natural roof coverings	073300	natural roof coverings	Thermal & Moisture Protection	07 00 00
073313	sod roofing	073313	sod roofing	Thermal & Moisture Protection	07 00 00
073316	thatched roofing	073316	thatched roofing	Thermal & Moisture Protection	07 00 00
073363	vegetated steep-slope roofing	073363	vegetated steep-slope roofing	Thermal & Moisture Protection	07 00 00
074000	roofing and siding panels	074000	roofing and siding panels	Thermal & Moisture Protection	07 00 00
074100	roof panels	074100	roof panels	Thermal & Moisture Protection	07 00 00
074113	metal roof panels	074113	metal roof panels	Thermal & Moisture Protection	07 00 00
074116	insulated metal roof panels	074116	insulated metal roof panels	Thermal & Moisture Protection	07 00 00
074123	wood roof panels	074123	wood roof panels	Thermal & Moisture Protection	07 00 00
074133	plastic roof panels	074133	plastic roof panels	Thermal & Moisture Protection	07 00 00
074143	composite roof panels	074143	composite roof panels	Thermal & Moisture Protection	07 00 00
074163	fabricated roof panel assemblies	074163	fabricated roof panel assemblies	Thermal & Moisture Protection	07 00 00
074200	wall panels	074200	wall panels	Thermal & Moisture Protection	07 00 00
074213	metal wall panels	074213	metal wall panels	Thermal & Moisture Protection	07 00 00
074213.13	formed metal wall panels	074213.13	formed metal wall panels	Thermal & Moisture Protection	07 00 00
074213.16	metal plate wall panels	074213.16	metal plate wall panels	Thermal & Moisture Protection	07 00 00
074213.19	insulated metal wall panels	074213.19	insulated metal wall panels	Thermal & Moisture Protection	07 00 00
074213.23	metal composite material wall panels	074213.23	metal composite material wall panels	Thermal & Moisture Protection	07 00 00
074223	wood wall panels	074223	wood wall panels	Thermal & Moisture Protection	07 00 00
074226	tile wall panels	074226	tile wall panels	Thermal & Moisture Protection	07 00 00
074229	terra cotta wall panels	074229	terra cotta wall panels	Thermal & Moisture Protection	07 00 00
074233	plastic wall panels	074233	plastic wall panels	Thermal & Moisture Protection	07 00 00
074243	composite wall panels	074243	composite wall panels	Thermal & Moisture Protection	07 00 00
074246	cementitious wall panels	074246	cementitious wall panels	Thermal & Moisture Protection	07 00 00
074263	fabricated wall panel assemblies	074263	fabricated wall panel assemblies	Thermal & Moisture Protection	07 00 00
074293	soffit panels	074293	soffit panels	Thermal & Moisture Protection	07 00 00
074400	faced panels	074400	faced panels	Thermal & Moisture Protection	07 00 00
074413	aggregate coated panels	074413	aggregate coated panels	Thermal & Moisture Protection	07 00 00
074416	porcelain enameled faced panels	074416	porcelain enameled faced panels	Thermal & Moisture Protection	07 00 00
074419	tile-faced panels	074419	tile-faced panels	Thermal & Moisture Protection	07 00 00
074423	ceramic-tile-faced panels	074423	ceramic-tile-faced panels	Thermal & Moisture Protection	07 00 00
074433	metal faced panels	074433	metal faced panels	Thermal & Moisture Protection	07 00 00
074453	glass-fiber-reinforced cementitious panels	074453	glass-fiber-reinforced cementitious panels	Thermal & Moisture Protection	07 00 00
074456	mineral-fiber-reinforced cementitious panels	074456	mineral-fiber-reinforced cementitious panels	Thermal & Moisture Protection	07 00 00
074463	fabricated faced panel assemblies	074463	fabricated faced panel assemblies	Thermal & Moisture Protection	07 00 00
074600	siding	074600	siding	Thermal & Moisture Protection	07 00 00
074616	aluminum siding	074616	aluminum siding	Thermal & Moisture Protection	07 00 00
074619	steel siding	074619	steel siding	Thermal & Moisture Protection	07 00 00
074621	zinc siding	074621	zinc siding	Thermal & Moisture Protection	07 00 00
074623	wood siding	074623	wood siding	Thermal & Moisture Protection	07 00 00
074624	wood shingle and shake siding	074624	wood shingle and shake siding	Thermal & Moisture Protection	07 00 00
074624.13	wood shingle siding	074624.13	wood shingle siding	Thermal & Moisture Protection	07 00 00
074624.16	wood shake siding	074624.16	wood shake siding	Thermal & Moisture Protection	07 00 00
074626	hardboard siding	074626	hardboard siding	Thermal & Moisture Protection	07 00 00
074629	plywood siding	074629	plywood siding	Thermal & Moisture Protection	07 00 00
074633	plastic siding	074633	plastic siding	Thermal & Moisture Protection	07 00 00
074643	composition siding	074643	composition siding	Thermal & Moisture Protection	07 00 00
074646	fiber-cement siding	074646	fiber-cement siding	Thermal & Moisture Protection	07 00 00
074663	fabricated panel assemblies with siding	074663	fabricated panel assemblies with siding	Thermal & Moisture Protection	07 00 00
075000	membrane roofing	075000	membrane roofing	Thermal & Moisture Protection	07 00 00
075100	built-up bituminous roofing	075100	built-up bituminous roofing	Thermal & Moisture Protection	07 00 00
075113	built-up asphalt roofing	075113	built-up asphalt roofing	Thermal & Moisture Protection	07 00 00
075113.13	cold-applied built-up asphalt roofing	075113.13	cold-applied built-up asphalt roofing	Thermal & Moisture Protection	07 00 00
075116	built-up coal tar roofing	075116	built-up coal tar roofing	Thermal & Moisture Protection	07 00 00
075123	glass-fiber-reinforced asphalt emulsion roofing	075123	glass-fiber-reinforced asphalt emulsion roofing	Thermal & Moisture Protection	07 00 00
075200	modified bituminous membrane roofing	075200	modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075213	atactic-polypropylene-modified bituminous membrane roofing	075213	atactic-polypropylene-modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075213.11	cold adhesive applied atactic-polypropylene-modified bituminous membrane roofing	075213.11	cold adhesive applied atactic-polypropylene-modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075213.13	torch-applied atactic-polypropylene-modified bituminous membrane roofing	075213.13	torch-applied atactic-polypropylene-modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075213.14	mechanically fastened atactic-polypropylene-modified bituminous membrane roofing	075213.14	mechanically fastened atactic-polypropylene-modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075216	styrene-butadiene-styrene modified bituminous membrane roofing	075216	styrene-butadiene-styrene modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075216.11	cold adhesive styrene-butadiene-styrene modified bituminous membrane roofing	075216.11	cold adhesive styrene-butadiene-styrene modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075216.12	hot-mopped styrene-butadiene-styrene modified bituminous membrane roofing	075216.12	hot-mopped styrene-butadiene-styrene modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075216.13	torch-applied styrene-butadiene-styrene modified bituminous membrane roofing	075216.13	torch-applied styrene-butadiene-styrene modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075216.14	mechanically fastened styrene-butadiene-styrene modified bituminous membrane roofing	075216.14	mechanically fastened styrene-butadiene-styrene modified bituminous membrane roofing	Thermal & Moisture Protection	07 00 00
075300	elastomeric membrane roofing	075300	elastomeric membrane roofing	Thermal & Moisture Protection	07 00 00
075313	chlorinated-polyethylene roofing	075313	chlorinated-polyethylene roofing	Thermal & Moisture Protection	07 00 00
075316	chlorosulfonate-polyethylene roofing	075316	chlorosulfonate-polyethylene roofing	Thermal & Moisture Protection	07 00 00
075323	ethylene-propylene-diene-monomer roofing	075323	ethylene-propylene-diene-monomer roofing	Thermal & Moisture Protection	07 00 00
075329	polyisobutylene roofing	075329	polyisobutylene roofing	Thermal & Moisture Protection	07 00 00
075400	thermoplastic membrane roofing	075400	thermoplastic membrane roofing	Thermal & Moisture Protection	07 00 00
075413	copolymer-alloy roofing	075413	copolymer-alloy roofing	Thermal & Moisture Protection	07 00 00
