1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
2740	Cold Mix Bituminous Pavement	32 12 16.19	Cold-Mix Asphalt Paving	Sitework	2
2740	Fiber-Modified Bituminous Pavement	32 12 16.26	Fiber-Modified Asphalt Paving	Sitework	2
2740	Flexible Pavement	32 12 00	Flexible Paving	Sitework	2
2740	Polymer-Modified Bituminous Pavement and Rubberized Asphalt	32 12 16.29	Polymer-Modified Asphalt Paving	Sitework	2
2740	Road Mix Bituminous Pavement	32 12 16.16	Road-Mix Asphalt Paving	Sitework	2
2740	Stone and Split-Mastic Bituminous Pavement	32 12 16	Asphalt Paving	Sitework	2
2750	Continuous Reinforced Cement Concrete Pavement	32 13 13	Concrete Paving	Sitework	2
2750	Exposed Aggregate Pavement	32 13 13.13	Exposed Aggregate Concrete Paving	Sitework	2
2750	Plain Cement Concrete Pavement	32 13 13	Concrete Paving	Sitework	2
2750	Power Compacted Concrete Pavement	32 13 13.16	Power-Compacted Concrete Paving	Sitework	2
2750	Prestressed Reinforced Cement Concrete Pavement	32 13 13.19	Prestressed Concrete Paving	Sitework	2
2750	Reinforced Cement Concrete Pavement	32 13 13	Concrete Paving	Sitework	2
2750	Rigid Pavement	32 13 00	Rigid Paving	Sitework	2
2750	Roller-Compacted Concrete Pavement	32 13 16.16	Roller-Compacted Concrete Paving	Sitework	2
2755	Cement Concrete Shoulders	32 13 13	Concrete Paving	Sitework	2
2760	Cold Plastic Pavement Markings and Legends	32 17 23.33	Plastic Pavement Markings	Sitework	2
2760	Curb Cut Ramps	32 16 00	Curbs and Gutters	Sitework	2
2760	Painted Traffic Lines and Markings	32 17 23.13	Painted Pavement Markings	Sitework	2
2760	Pavement Joint Sealant	32 12 73	Asphalt Paving Joint Sealants	Sitework	2
2760	Pavement Joint Sealant	32 13 73	Concrete Paving Joint Sealants	Sitework	2
2760	Pavement Markings	32 17 23	Pavement Markings	Sitework	2
2760	Paving Specialties	32 17 00	Paving Specialties	Sitework	2
2760	Raised Pavement Markers	32 17 23.23	Raised Pavement Markings	Sitework	2
2760	Snow Melting Cables and Mats	23 83 13	Radiant-Heating Electric Cables	Sitework	2
2760	Stamped Pattern Concrete Pavement	32 13 16.23	Stamped Concrete Paving	Sitework	2
2760	Tactile Warning Surfaces	32 17 26	Tactile Warning Surfacing	Sitework	2
2770	Bituminous Concrete Curbs	32 16 19	Asphalt Curbs	Sitework	2
2770	Cement Concrete Curbs	32 16 13.16	Cast-In-Place Concrete Curbs	Sitework	2
2770	Cement Concrete Curbs and Gutters	32 16 13	Concrete Curbs and Gutters	Sitework	2
2770	Curbs and Gutters	32 16 00	Curbs and Gutters	Sitework	2
2770	Gutters	32 16 13.29	Precast Concrete Gutters	Sitework	2
2770	Simulated Stone Curbs	32 16 40.13	Manufactured Stone Curbs	Sitework	2
2770	Stone Curbs	32 16 40	Stone Curbs	Sitework	2
2775	Sidewalks	32 10 00	Bases, Ballasts, and Paving	Sitework	2
2780	Asphalt Block Pavers	32 14 23	Asphalt Unit Paving	Sitework	2
2780	Brick Pavers	32 14 16	Brick Unit Paving	Sitework	2
2780	Interlocking Precast Concrete Pavers	32 14 13.13	Interlocking Precast Concrete Unit Paving	Sitework	2
2780	Precast Concrete Pavers	32 14 13	Precast Concrete Unit Paving	Sitework	2
2780	Pressed Pavers	32 14 13.16	Precast Concrete Unit Paving Slabs	Sitework	2
2780	Stone Pavers	32 14 40	Stone Paving	Sitework	2
2780	Unit Pavers	32 14 00	Unit Paving	Sitework	2
2785	Cape Seal	32 12 33	Flexible Paving Surface Treatments	Sitework	2
2785	Chip Seal	32 12 33	Flexible Paving Surface Treatments	Sitework	2
2785	Flexible Pavement Coating and Micro-Surfacing	32 12 33	Flexible Paving Surface Treatments	Sitework	2
2785	Fog Seal	32 12 36.13	Asphaltic Seal and Fog Coats	Sitework	2
2785	Latex-Modified Emulsion	32 12 33	Flexible Paving Surface Treatments	Sitework	2
2785	Micro-Surfacing	32 12 33	Flexible Paving Surface Treatments	Sitework	2
2785	Sand Seal	32 12 36	Seal Coats	Sitework	2
2785	Sandwich Seal	32 12 36	Seal Coats	Sitework	2
2785	Slurry Seal	32 01 13.61	Slurry Seal (Latex Modified)	Sitework	2
2785	Surface Treatment	32 12 33	Flexible Paving Surface Treatments	Sitework	2
2790	Athletic and Recreational Surfaces	32 18 00	Athletic and Recreational Surfacing	Sitework	2
2790	Baseball Field Surfacing	32 18 23.13	Baseball Field Surfacing	Sitework	2
2790	Multi-Purpose Court Surfacing	32 18 23.43	Recreational Court Surfacing	Sitework	2
2790	Resilient Matting	32 18 00	Athletic and Recreational Surfacing	Sitework	2
2790	Synthetic Grass Surfacing	32 18 13	Synthetic Grass Surfacing	Sitework	2
2790	Synthetic Running Track Surfacing	32 18 23.39	Synthetic Running Track Surfacing	Sitework	2
2790	Tennis Court Surfacing	32 18 23.53	Tennis Court Surfacing	Sitework	2
2795	Porous Pavement	32 12 43	Porous Flexible Paving	Sitework	2
2795	Porous Pavement	32 14 43	Porous Unit Paving	Sitework	2
2800	SITE IMPROVEMENTS AND AMENITIES	32 30 00	Site Improvements	Landscaping	2
2810	Agricultural Irrigation System	32 86 00	Agricultural Irrigation	Landscaping	2
2810	Drip Irrigation System	32 84 13	Drip Irrigation	Landscaping	2
2810	Irrigation System	32 80 00	Irrigation	Landscaping	2
2810	Lawn Sprinkler System	32 84 23	Underground Sprinklers	Landscaping	2
2815	Fountains	13 12 00	Fountains	Landscaping	2
2820	Chain Link Fences and Gates	32 31 13	Chain Link Fences and Gates	Landscaping	2
2820	Fences and Gates	32 31 00	Fences and Gates	Sitework	2
2820	Ornamental Metal Fences and Gates	32 31 19	Decorative Metal Fences and Gates	Sitework	2
2820	Plastic Fences and Gates	32 31 23	Plastic Fences and Gates	Sitework	2
2820	Wire Fences and Gates	32 31 26	Wire Fences and Gates	Sitework	2
2820	Wood Fences and Gates	32 31 29	Wood Fences and Gates	Sitework	2
2830	Cast-in-Place Concrete Retaining Walls	32 32 13	Cast-in-Place Concrete Retaining Walls	Sitework	2
2830	Interlocking Block Retaining Walls	32 32 23	Segmental Retaining Walls	Sitework	2
2830	Masonry Retaining Walls	32 32 19	Unit Masonry Retaining Walls	Sitework	2
2830	Precast Concrete Retaining Walls	32 32 16	Precast Concrete Retaining Walls	Sitework	2
2830	Retaining Walls	32 32 00	Retaining Walls	Sitework	2
2830	Timber Retaining Walls	32 32 29	Timber Retaining Walls	Sitework	2
2840	Concrete Median Barrier	34 71 13.13	Vehicle Median Barriers	Sitework	2
2840	Crash Barriers	34 71 13.16	Vehicle Crash Barriers	Sitework	2
2840	Delineators	34 71 19	Vehicle Delineators	Sitework	2
2840	Fenders	34 71 13.29	Vehicle Barrier Fenders	Sitework	2
2840	Guide Rail	34 71 13.26	Vehicle Guide Rails	Sitework	2
2840	Impact Attenuating Devices	34 71 16	Impact Attenuating Devices	Sitework	2
2840	Metal Median Barrier	34 71 13.13	Vehicle Median Barriers	Sitework	2
2840	Parking Bumpers	32 17 13	Parking Bumpers	Sitework	2
2840	Traffic Barriers	34 71 13.19	Vehicle Traffic Barriers	Sitework	2
2840	Walk, Road, and Parking Appurtenances	34 71 00	Roadway Construction	Sitework	2
2850	Prefabricated Bridges	32 34 00	Fabricated Bridges	Sitework	2
2860	Jet Blast Barriers	32 35 16	Sound Barriers	Sitework	2
2860	Screening Devices	32 35 00	Screening Devices	Sitework	2
2860	Screens and Louvers	32 35 13	Screens and Louvers	Sitework	2
2860	Sound Barriers	32 35 16	Sound Barriers	Sitework	2
2870	Bicycle Racks	12 93 13	Bicycle Racks	Sitework	2
2870	Prefabricated Planters	12 93 33	Manufactured Planters	Sitework	2
2870	Seating	12 93 43.13	Site Seating	Sitework	2
2870	Site Furnishings	12 93 00	Site Furnishings	Sitework	2
2870	Tables	12 93 43.53	Site Tables	Sitework	2
2870	Trash and Litter Receptors	12 93 23	Trash and Litter Receptors	Landscaping	2
2875	Bus Stop Shelters	10 73 43	Transportation Stop Shelters	Landscaping	2
2875	Site and Street Shelters	10 73 00	Protective Covers	Landscaping	2
2880	Athletic or Recreational Screening	11 68 00	Play Field Equipment and Structures	Landscaping	2
2880	Play Field Equipment and Structures	11 68 00	Play Field Equipment and Structures	Landscaping	2
2880	Play Structures	11 68 16	Play Structures	Landscaping	2
2880	Playground Equipment	11 68 13	Playground Equipment	Landscaping	2
2880	Tennis Court Windbreakers	32 31 13.29	Tennis Court Wind Breaker	Landscaping	2
2890	Post-Mounted Signs	34 41 13	Traffic Signals	Landscaping	2
2890	Structure-Mounted Signs	34 41 13	Traffic Signals	Landscaping	2
2890	Traffic Signal Supports and Equipment	34 41 13	Traffic Signals	Landscaping	2
2890	Traffic Signs and Signals	10 14 53	Traffic Signage	Landscaping	2
2890	Traffic Signs and Signals	34 41 13	Traffic Signals	Landscaping	2
2895	Boundary Markers and Survey Markers	02 21 13.13	Boundary and Survey Markers	Landscaping	2
2895	Markers and Monuments	02 21 13	Site Surveys	Landscaping	2
2900	PLANTING	32 90 00	Planting	Landscaping	2
2905	Ground Cover Transplanting	32 96 13	Ground Cover Transplanting	Landscaping	2
2905	Plant and Bulb Transplanting	32 96 23	Plant and Bulb Transplanting	Landscaping	2
2905	Shrub Transplanting	32 96 33	Shrub Transplanting	Landscaping	2
2905	Transplanting	32 96 00	Transplanting	Landscaping	2
2905	Tree Transplanting	32 96 43	Tree Transplanting	Landscaping	2
2910	Blankets	32 91 16.13	Blanket Planting Soil Stabilization	Landscaping	2
2910	Forms and Stabilizers	32 91 00	Planting Preparation	Landscaping	2
2910	Hydro-Punching	32 91 13.13	Hydro-Punching	Landscaping	2
2910	Mats	32 91 16.16	Mat Planting Soil Stabilization	Landscaping	2
2910	Mulching	32 91 13.16	Mulching	Landscaping	2
2910	Netting	32 91 16.19	Netting Planting Soil Stabilization	Landscaping	2
2910	Plant Preparation	32 91 00	Planting Preparation	Landscaping	2
2910	Soil Preparation	32 91 13	Soil Preparation	Landscaping	2
2910	Stakes	32 91 13	Soil Preparation	Landscaping	2
2910	Topsoil	32 91 19.13	Topsoil Placement and Grading	Landscaping	2
2920	Hydro-Mulching	32 92 13	Hydro-Mulching	Landscaping	2
2920	Lawns and Grasses	32 92 00	Turf and Grasses	Landscaping	2
2920	Plugging	32 92 16	Plugging	Landscaping	2
2920	Seeding and Soil Supplements	32 92 19	Seeding	Landscaping	2
2920	Sodding	32 92 23	Sodding	Landscaping	2
2920	Sprigging	32 92 26	Sprigging	Landscaping	2
2920	Stolonizing	32 92 26.13	Stolonizing	Landscaping	2
2930	Exterior Plants	32 93 00	Plants	Landscaping	2
2930	Ground Covers	32 93 13	Ground Covers	Landscaping	2
2930	Plants and Bulbs	32 93 23	Plants and Bulbs	Landscaping	2
2930	Shrubs	32 93 33	Shrubs	Landscaping	2
2930	Trees	32 93 43	Trees	Landscaping	2
2935	Fertilizing	32 01 90.13	Fertilizing	Landscaping	2
2935	Liming	32 01 90.16	Amending Soils	Landscaping	2
2935	Mowing	32 01 90.19	Mowing	Landscaping	2
2935	Plant Maintenance	32 01 90	Operation and Maintenance of Planting	Landscaping	2
2935	Pruning	32 01 90.23	Pruning	Landscaping	2
2935	Watering	32 01 90.26	Watering	Landscaping	2
2945	Landscape Edging	32 94 13	Landscape Edging	Landscaping	2
2945	Landscape Timbers	32 94 16	Landscape Timbers	Landscaping	2
2945	Planters	32 94 33	Planters	Landscaping	2
2945	Planting Accessories	32 94 00	Planting Accessories	Landscaping	2
2945	Tree Grates	32 94 43	Tree Grates	Landscaping	2
2945	Tree Grids	32 94 46	Tree Grids	Landscaping	2
2950	SITE RESTORATION AND REHABILITATION	31 01 00	Maintenance of Earthwork	Sitework	2
2950	SITE RESTORATION AND REHABILITATION	32 01 00	Operation and Maintenance of Exterior Improvements	Sitework	2
2950	SITE RESTORATION AND REHABILITATION	33 01 00	Operation and Maintenance of Utilities	Sitework	2
2955	Grouting Underground Piping and Units	33 01 30	Operation and Maintenance of Sewer Utilities	Sitework	2
2955	Relining Underground Piping and Units	33 01 30.72	Relining Sewers	Sitework	2
2955	Restoration of Underground Piping	33 01 30.71	Rehabilitation of Sewer Utilities	Sitework	2
2955	Sealing Underground Piping and Units	33 01 30.61	Sewer and Pipe Joint Sealing	Sitework	2
2960	Flexible Pavement Surfacing Recovery	32 01 13	Flexible Paving Surface Treatment	Sitework	2
2960	Pavement Milling and Pavement Cold Planing	32 01 16.71	Cold Milling Asphalt Paving	Sitework	2
2965	Cement-Based Bituminous Pavement Base Courses	32 01 16.72	Asphalt Paving Reuse	Sitework	2
2965	Cold In-Place Recycled Bituminous Pavement Courses	32 01 16.73	In Place Cold Reused Asphalt Paving	Sitework	2
2965	Flexible and Bituminous Pavement Recycling	32 01 16.72	Asphalt Paving Reuse	Sitework	2
2965	Full-Depth Reclaimed Bituminous Pavement Base Courses	32 01 16.72	Asphalt Paving Reuse	Sitework	2
2965	Hot In-Place Recycled Bituminous Pavement Courses	32 01 16.74	In Place Hot Reused Asphalt Paving	Sitework	2
2965	Hot In-Place Recycled Surface Course Overlays	32 01 16.74	In Place Hot Reused Asphalt Paving	Sitework	2
2965	Roadbed Modification	32 01 16.72	Asphalt Paving Reuse	Sitework	2
2975	Fabric Reinforcement for Bituminous Pavement	32 01 17	Flexible Paving Repair	Sitework	2
2975	Flexible and Bituminous Pavement Reinforcement and Crack and Joint Sealants	32 01 17.61	Sealing Cracks in Asphalt Paving	Sitework	2
2975	Polymer Modified Asphalt Joint and Crack Sealing	32 01 17.61	Sealing Cracks in Asphalt Paving	Sitework	2
2975	Stress-Absorbing Membrane	32 01 17.62	Stress-Absorbing Membrane Interlayer	Sitework	2
2975	Stress-Absorbing Membrane Interlayer	32 01 17.62	Stress-Absorbing Membrane Interlayer	Sitework	2
2980	Cement Concrete Bonded Overlays	32 01 26.74	Concrete Overlays	Sitework	2
2980	Cement Concrete Direct Partially Bonded Overlays	32 01 26.74	Concrete Overlays	Sitework	2
2980	Cement Concrete Pavement Recycling	32 01 26.75	Concrete Paving Reuse	Sitework	2
2980	Cement Concrete Unbonded Overlays	32 01 26.74	Concrete Overlays	Sitework	2
2980	Concrete Pavement Jacking and Slabjacking	32 01 29.62	Concrete Paving Raising	Sitework	2
2980	Concrete Pavement Patching	32 01 19.62	Patching of Rigid Paving	Sitework	2
2980	Full Depth Patching	32 01 19.62	Patching of Rigid Paving	Sitework	2
2980	Grinding of Concrete Pavement	32 01 26.72	Grinding of Concrete Paving	Sitework	2
2980	Grooving of Concrete Pavement	32 01 26.71	Grooving of Concrete Paving	Sitework	2
2980	Joint Cleaning and Resealing	32 01 19.61	Sealing of Joints in Rigid Paving	Sitework	2
2980	Joint Rehabilitation	32 01 19.61	Sealing of Joints in Rigid Paving	Sitework	2
2980	Partial Depth Patching	32 01 29.61	Partial Depth Patching of Rigid Paving	Sitework	2
2980	Pavement-Shoulder Joint Resealing	32 01 19.61	Sealing of Joints in Rigid Paving	Sitework	2
2980	Rigid Pavement Rehabilitation	32 01 26	Rigid Paving Rehabilitation	Sitework	2
2980	Slab Stabilization	32 01 26	Rigid Paving Rehabilitation	Sitework	2
2980	Subsealing and Stabilization	32 01 29.63	Subsealing and Stabilization	Sitework	2
2990	Structure Moving	02 43 00	Structure Moving	Sitework	2
2220	Building Demolition	02 41 16.13	Building Demolition	Demolition	2
2220	Minor Site Demolition for Remodeling	02 41 19	Selective Structure Demolition	Demolition	2
2220	Selective Site Demolition	02 41 13	Selective Site Demolition	Demolition	2
2220	Site Demolition	02 41 00	Demolition	Demolition	2
2065	Cement and Concrete	31 05 23	Cement and Concrete for Earthwork	Concrete	3
2065	Cement and Concrete	32 05 23	Cement and Concrete for Exterior Improvements	Concrete	3
2065	Plant-Mixed Bituminous Concrete	32 12 16	Asphalt Paving	Concrete	3
2065	Recycled Plant-Mixed Bituminous Concrete	32 12 16	Asphalt Paving	Concrete	3
2370	Cement Concrete Paving for Stream Beds	31 25 00	Erosion and Sedimentation Controls	Concrete	3
2425	Cast-in-Place Concrete Tunnel Linings	31 74 13	Cast-in-Place Concrete Tunnel Lining	Concrete	3
2425	Precast Concrete Tunnel Lining	31 74 16	Precast Concrete Tunnel Lining	Concrete	3
2455	Cast-in-Place Concrete Piles	31 62 13.13	Cast-in-Place Concrete Piles	Concrete	3
2455	Concrete Displacement Piles	31 62 13.16	Concrete Displacement Piles	Concrete	3
2455	Concrete-Filled Steel Piles	31 62 23.13	Concrete-Filled Steel Piles	Concrete	3
2455	Precast Concrete Piles	31 62 13.19	Precast Concrete Piles	Concrete	3
2455	Prestressed Concrete Piles	31 62 13.23	Prestressed Concrete Piles	Concrete	3
2465	Bored and Belled Concrete Piles	31 63 23.13	Bored and Belled Concrete Piles	Concrete	3
2465	Bored Friction Concrete Piles	31 63 23.16	Bored Friction Concrete Piles	Concrete	3
2465	Drilled Concrete Piers and Shafts	31 63 29	Drilled Concrete Piers and Shafts	Concrete	3
2465	Uncased Cast-in-Place Concrete Piles	31 63 29.13	Uncased Drilled Concrete Piers	Concrete	3
2480	Concrete Cribbing	31 66 16.23	Concrete Cribbing Foundation Walls	Concrete	3
2640	Concrete Arch Buried Bridge	33 42 16	Concrete Culverts	Concrete	3
2640	Precast Reinforced Concrete Arch Culverts	33 42 16.13	Precast Concrete Culverts	Concrete	3
2640	Precast Reinforced Concrete Box Culverts	33 42 16.13	Precast Concrete Culverts	Concrete	3
2640	Precast Reinforced Concrete Rigid Frame Culverts	33 42 16.13	Precast Concrete Culverts	Concrete	3
2710	Bituminous Concrete Base Course	32 11 26	Asphaltic Base Courses	Concrete	3
2710	Hydraulic Cement Concrete Base Course	32 11 36.19	Hydraulic Cement Concrete Base Courses	Concrete	3
2710	Lean Concrete Base Course	32 11 36.13	Lean Concrete Base Courses	Concrete	3
2710	Plain Cement Concrete Base Course	32 11 36.16	Plain Cement Concrete Base Courses	Concrete	3
2720	Cracked and Seated Portland Cement Concrete Base Course	32 11 36	Concrete Base Courses	Concrete	3
2720	Rubberized Portland Cement Concrete Base Course	32 11 36	Concrete Base Courses	Concrete	3
2740	Bituminous Concrete Pavement	32 12 16	Asphalt Paving	Concrete	3
2750	Continuous Reinforced Cement Concrete Pavement	32 13 13	Concrete Paving	Concrete	3
2750	Plain Cement Concrete Pavement	32 13 13	Concrete Paving	Concrete	3
2750	Power Compacted Concrete Pavement	32 13 13.16	Power-Compacted Concrete Paving	Concrete	3
2750	Prestressed Reinforced Cement Concrete Pavement	32 13 13.19	Prestressed Concrete Paving	Concrete	3
2750	Reinforced Cement Concrete Pavement	32 13 13	Concrete Paving	Concrete	3
2750	Roller-Compacted Concrete Pavement	32 13 16.16	Roller-Compacted Concrete Paving	Concrete	3
2755	Cement Concrete Shoulders	32 13 13	Concrete Paving	Concrete	3
2760	Stamped Pattern Concrete Pavement	32 13 16.23	Stamped Concrete Paving	Concrete	3
2770	Bituminous Concrete Curbs	32 16 19	Asphalt Curbs	Concrete	3
2770	Cement Concrete Curbs	32 16 13.16	Cast-In-Place Concrete Curbs	Concrete	3
2770	Cement Concrete Curbs and Gutters	32 16 13	Concrete Curbs and Gutters	Concrete	3
2780	Interlocking Precast Concrete Pavers	32 14 13.13	Interlocking Precast Concrete Unit Paving	Concrete	3
2780	Precast Concrete Pavers	32 14 13	Precast Concrete Unit Paving	Concrete	3
2830	Cast-in-Place Concrete Retaining Walls	32 32 13	Cast-in-Place Concrete Retaining Walls	Concrete	3
